Position (mm),Cluster no.,Si,K,Ca,Ti,Cr,Br,Mn,Fe,Ni,Cu,Zn,Pb,Zr,Rb,PC1,PC2,PC3
270,1,-0.357868944,0.633789958,-1.295880518,0.228755606,-1.945479453,-1.301832916,-1.059179435,4.019763615,-1.260891526,1.193467294,-0.452830752,-1.129511443,0.540373718,-0.018414597,-1.246545504,-1.262987337,-1.057197949
271,1,-0.364240437,0.478487727,-1.252557317,0.403478978,-1.801454889,-1.80644243,-1.438333109,4.097924372,-1.006685515,0.99691795,-0.611005957,-0.66062854,0.661657101,0.0638201,-1.841104619,-0.395294688,-1.08582998
272,1,-0.537603867,0.582683238,-1.232150628,0.564731088,-1.734608002,-1.916929559,-1.51517503,4.128628525,-1.1335355,1.146201724,-0.325429347,-1.363683219,0.93217,0.152040683,-2.338716989,0.004324019,-1.189423235
273,1,-0.722702259,0.508005762,-1.153945898,0.799833144,-1.806455433,-1.536630978,-1.12667148,4.188178864,-1.191509,0.89091851,-0.485289738,-1.294745245,0.756790637,0.074157374,-2.210847917,0.130566876,-1.137260825
274,1,-0.209139662,0.694406445,-1.179831247,0.766490509,-1.935405826,-1.792714064,-1.953982212,4.194606269,-1.118359383,0.876285622,-0.01884416,-1.706146048,0.858052559,0.200682751,-3.145390102,-0.039119439,-1.218104132
275,1,-0.359609217,0.584132968,-1.578434676,0.40281846,-1.868552803,-1.666109843,-1.893245416,4.031544998,-1.327931607,1.346804644,0.354883491,-0.92626157,0.707590701,0.044056359,-1.110628844,-0.487833786,-1.682540839
276,2,-0.832305596,0.317209476,-1.786646423,0.344207227,-2.055495548,-1.114633555,-1.801972394,3.845301013,-1.018441152,1.629146084,0.744088679,-0.418577987,0.433548468,-0.243218329,0.561606057,-1.017626004,-2.12791142
277,3,-1.218135975,0.214153478,-1.371398949,0.093025159,-1.923794489,-1.354971475,-1.305308837,3.85546022,-1.350906429,2.128178117,1.110570334,-0.421317093,0.035894903,-0.250942789,2.021430964,-0.291908977,-1.204698657
278,3,-1.598251128,0.047402441,-0.982490611,0.046490032,-1.80789286,-1.702823932,-1.193574353,3.901587636,-1.21913485,2.295593462,1.38127488,-0.263498941,-0.197289446,-0.343126883,2.694533191,0.739436278,-0.560920934
279,3,-1.643446536,-0.029772326,-1.035168945,0.056573415,-1.706727986,-1.443204749,-1.100135457,3.897197135,-1.17994988,2.296760449,1.314064525,-0.248931342,-0.324209589,-0.449667016,3.033079379,0.826820416,-0.899592382
280,3,-1.649008936,0.045013943,-1.024490262,0.115162577,-1.824213025,-1.391759772,-1.089393148,3.944373893,-1.218353579,2.345909846,1.032152365,-0.438678831,-0.137588948,-0.367508358,2.472346212,0.543778075,-0.868808707
281,3,-1.58779052,0.181896746,-0.939725023,0.228026518,-1.650148381,-1.708095625,-0.838324909,4.01839116,-1.580262254,2.204325029,0.916655309,-0.644168894,-0.07175026,-0.2192857,2.01247149,1.051007614,-0.535972671
282,3,-1.685210425,0.121389997,-1.135062612,0.269331791,-1.820628255,-1.327480629,-0.986800075,4.001738098,-1.305581944,2.209620789,1.06233107,-0.520247275,-0.319576579,-0.219076341,2.181598067,0.681587249,-0.925415287
283,3,-1.454075954,0.164879928,-1.209948296,0.309572037,-1.800997606,-1.307377984,-1.18105383,4.004411953,-1.265192467,2.121557972,0.892237509,-0.353386821,-0.371531073,-0.208765695,1.867831917,0.579197452,-1.150077236
284,3,-1.35092722,0.203835319,-1.332235087,0.309275545,-1.765871073,-1.514556644,-1.067025871,4.057935311,-1.315705785,2.175766212,0.769864478,-0.337612512,-0.246045319,-0.261793676,1.7812757,0.637333579,-1.110510968
285,3,-1.540220077,0.234537437,-1.40095801,0.303790082,-1.515247156,-1.25599224,-1.100853417,4.084527483,-1.371399208,2.112257675,0.669442787,-0.257372355,-0.458609744,-0.180718233,1.909449344,1.024914745,-1.657548936
286,3,-1.489005203,0.156415428,-1.173691191,0.258694277,-1.935157616,-1.339174184,-1.080670652,4.0645306,-1.337320615,2.276246438,0.815732744,0.003026758,-0.524745662,-0.32168744,2.371551639,0.540923231,-0.853871431
287,3,-1.485452454,0.153584214,-1.340159228,0.225263579,-1.822336298,-1.123441975,-1.139326785,4.003961301,-1.279743964,2.23272607,0.932626821,0.118621303,-0.61807535,-0.456421099,2.790424254,0.503552474,-1.348607121
288,3,-1.628813251,0.109692426,-1.214676429,0.232150205,-1.582401209,-1.487297193,-0.99310397,4.050953935,-1.450855914,2.329893868,0.841739086,0.052558572,-0.522314486,-0.335160424,2.745447605,1.20837988,-1.131433605
289,3,-1.404671034,0.139703285,-1.084072146,0.175200202,-1.708226455,-1.599671049,-0.948043874,4.109281451,-1.352885735,2.329477206,0.734931845,-0.354455286,-0.410399076,-0.233921217,2.057071758,0.952515252,-0.718121313
290,3,-1.310875292,0.303303838,-1.118701439,0.390446595,-1.776531948,-1.613855302,-0.899487166,4.220853522,-1.406383512,2.222276331,0.51175584,-0.581749511,-0.54702054,-0.107100528,1.231558314,1.019355099,-0.628150043
291,3,-1.418452152,0.200956761,-1.049122751,0.308258343,-1.588737872,-1.239267033,-0.910553564,4.204690707,-1.416366646,2.148342228,0.464687471,-0.727394837,-0.498410635,-0.145319476,1.471933655,1.171014608,-1.102156775
292,2,-1.387740443,0.335335321,-1.143182797,0.388385186,-1.826211848,-1.362098013,-0.967948442,4.28454094,-1.229886055,2.004761232,0.375477023,-0.895263958,-0.261378242,-0.055934267,0.550219534,0.823589532,-0.913340163
293,2,-1.230669818,0.480334439,-1.246574726,0.446998018,-1.709787836,-1.370135947,-0.918150823,4.348367572,-1.327954332,1.900441253,0.183822814,-1.302201836,-0.139978363,0.063219409,-0.19879044,0.853425726,-1.120645195
294,2,-1.18293001,0.432465516,-1.357199712,0.426507902,-1.718667954,-1.657513531,-1.12821551,4.295149989,-1.34886633,1.889161027,0.74627089,-0.742353381,-0.413668335,-0.000631531,0.595848674,1.155964481,-0.988633237
295,3,-1.365480251,0.361072472,-1.339761721,0.351760083,-1.542604914,-1.557062997,-1.105740052,4.291359051,-1.525997177,1.96026197,1.066972216,-0.420350862,-0.623447482,-0.220530145,1.770754302,1.722597414,-1.185433144
296,3,-1.483986037,0.343832482,-1.452102359,0.367169162,-1.635261086,-1.539494181,-1.000307439,4.192109245,-1.607997935,1.898902202,1.400850873,-0.422034745,-0.526648714,-0.148644003,2.041977514,1.41998829,-1.124716254
297,3,-1.495298876,0.261892844,-1.383734468,0.221857286,-1.578027591,-1.449169104,-1.081286707,4.167669056,-1.694063901,1.812781913,1.832912387,-0.491925239,-0.51179081,-0.238863932,2.6423287,1.593672651,-1.164712288
298,3,-1.542235461,0.286881026,-1.371436054,0.250632041,-1.67228859,-1.66976652,-1.017756245,4.178381601,-1.724113658,1.867865257,2.138238477,-0.647913782,-0.633512093,-0.05580485,2.541107207,1.662935972,-0.743920624
299,3,-1.562617436,0.247185548,-1.341155971,0.211836286,-1.332773693,-1.455158284,-0.956099735,4.066363009,-1.870102136,1.852902654,1.916098461,-0.38590356,-0.664987127,-0.230828068,3.144394441,1.89234821,-1.272839176
300,3,-1.746636559,0.047128929,-1.179134566,0.027702984,-0.758305396,-1.697272836,-0.893503776,4.01026405,-1.908447023,1.791980229,2.091804749,-0.384116558,-0.337119958,-0.497667353,3.954929486,3.018375838,-1.592323256
301,3,-1.597528639,0.090053446,-1.201237907,0.182364662,-1.360779436,-1.622963536,-0.919332859,4.102456681,-1.969320532,1.838151049,2.340188816,-0.691334368,-0.204975367,-0.56579144,3.668351751,2.282401213,-1.04304627
302,3,-1.776409251,0.025794177,-1.307390359,0.072314193,-1.695761034,-1.435074465,-0.991776902,4.010729635,-1.797630207,1.943925633,2.196503896,-0.634144333,0.465305126,-0.560694629,3.502273898,1.191738618,-1.162930338
303,3,-1.794188907,-0.032834952,-1.269398742,0.047930262,-1.753366912,-0.2404399,-1.082976719,3.948563849,-1.828629397,2.150220615,1.676660851,-0.569341746,-0.103267018,-0.648938238,4.075201218,0.423281581,-2.080208383
304,3,-1.788334882,0.014119877,-1.23333804,0.212193568,-1.756586183,-1.39368069,-0.879697999,4.004714489,-1.656638015,2.076430509,1.752156825,-0.545254161,-0.039517607,-0.414582183,3.196761527,1.082156473,-0.956880758
305,3,-1.855271101,0.0306398,-1.094405746,0.080119857,-1.820838904,-1.165313715,-0.908865169,3.960417301,-1.921084319,2.24251763,1.673148001,-0.533939979,-0.024985263,-0.3343512,3.514709306,0.725941505,-0.92103856
306,3,-1.857491084,-0.055914951,-1.003539839,0.033065352,-1.729034854,-1.317197398,-0.886051572,3.98108367,-1.627517329,2.273404683,1.492904766,-0.352375805,-0.065731615,-0.517420091,3.60360559,1.029093773,-0.841596744
307,3,-1.818411428,-0.092484022,-1.207502346,0.119552711,-1.609215105,-1.200011674,-0.795542087,3.872378419,-1.87540691,2.235659235,1.126901931,-0.031279455,0.099813903,-0.403446162,3.639963595,0.698871228,-1.303843822
308,3,-1.894328095,-0.100592341,-1.107760839,0.076698485,-1.581012983,-1.081092592,-0.920944893,3.771728888,-1.530262135,2.310054453,1.10170087,0.017081004,-0.218869082,-0.453888428,3.716275991,0.609433874,-1.376378693
309,3,-1.650457143,0.025672144,-1.07340108,0.140480971,-1.807485522,-1.17676574,-0.963486634,3.824810237,-1.626125042,2.340258664,1.141342416,0.08949036,-0.4408353,-0.420470959,3.511005088,0.376306752,-0.945426059
310,3,-1.66150708,0.011221693,-1.098690151,0.151634783,-1.707433518,-1.546220924,-0.774057203,3.884614822,-1.636875293,2.375312271,1.146602829,-0.081937244,-0.308168806,-0.356347044,3.289506056,0.747291818,-0.685635689
311,3,-1.767609424,0.043376898,-1.183934737,0.19120413,-1.847415417,-1.224360614,-0.857016713,3.865667266,-1.644788594,2.471917148,1.171281899,-0.171325833,-0.325380567,-0.38487252,3.385723307,0.372085026,-0.965356011
312,3,-1.657121835,-0.060045019,-1.137977102,0.114368068,-1.523897614,-1.410184978,-0.853589926,3.823885571,-1.728398815,2.480381057,1.173921213,-0.035473758,-0.415299508,-0.374278811,3.714730445,0.897519487,-1.082451328
313,3,-1.619448234,0.042807234,-1.164386185,0.234501359,-1.679316484,-1.390991944,-0.919063386,3.843418686,-1.843803173,2.459442584,1.172622597,0.033577819,-0.340399403,-0.455994807,3.60729749,0.730680199,-1.031244277
314,3,-1.777426115,-0.003290346,-1.126222899,0.124216206,-1.768963441,-1.260387537,-0.816264938,3.762825976,-1.591805003,2.450792085,1.119221157,0.078340572,-0.350196452,-0.480721781,3.739621478,0.316822528,-0.94074517
315,3,-1.801823784,-0.009106919,-1.203555841,0.15022512,-1.833943333,-1.04467702,-0.913506904,3.743454679,-1.421578247,2.425597087,1.004492864,0.102597071,-0.289479249,-0.516747826,3.571698676,0.025161168,-1.24077898
316,3,-1.697823008,0.053848163,-1.148715198,0.189492977,-1.776737175,-1.51730977,-0.819647909,3.827381571,-1.637357812,2.501272128,0.991258906,-0.044381177,-0.300076855,-0.296733488,3.159621184,0.418478513,-0.751196754
317,3,-1.701238623,0.098929836,-1.128377608,0.259043937,-1.672327279,-1.298443743,-0.83134093,3.794387431,-1.82302968,2.443122864,0.933810686,-0.204596204,-0.244796501,-0.287977813,3.097199719,0.442035071,-1.061039985
318,3,-1.60395993,0.046770455,-0.941929136,0.193095946,-1.677690899,-1.349925892,-0.798491224,3.782837302,-1.819169354,2.480532336,0.810070072,-0.254487201,-0.179199288,-0.360342294,3.117230304,0.410989724,-0.819168999
319,3,-1.611187034,0.047880321,-1.139924751,0.241641469,-1.836221541,-1.301704036,-0.93839679,3.824172558,-1.745798535,2.501708158,0.791049614,0.06828435,-0.285910949,-0.30619562,3.111270287,0.189918858,-0.959510343
320,3,-1.571852751,0.061858198,-1.083890946,0.283369723,-1.784608186,-1.309677505,-0.866495407,3.883048276,-2.000936111,2.463539623,0.985698299,-0.145818061,-0.282220835,-0.327195554,3.250503319,0.521474707,-0.87641787
321,3,-1.698891377,0.046958391,-1.159254056,0.197459081,-1.746144262,-1.05838793,-0.91276774,3.778419364,-1.641590524,2.374203357,0.760039786,0.087726692,-0.279807193,-0.351817729,3.195163484,0.117644232,-1.268653978
322,3,-1.597353389,0.023752133,-1.152730261,0.178386021,-1.827243362,-1.495176419,-0.960789496,3.866001737,-1.573197625,2.272726374,0.974530679,-0.073105885,-0.056733721,-0.266349491,2.757996929,0.329138859,-0.825295357
323,3,-1.600462664,0.097554522,-1.147783819,0.20936832,-1.618434907,-1.36166618,-1.021764389,3.841260843,-1.453974857,2.25022618,0.936701615,-0.363453823,-0.210358775,-0.26439079,2.493534386,0.566654838,-1.190103192
324,3,-1.588274336,0.150220689,-1.090285859,0.344798666,-1.81014319,-1.334977746,-1.007028289,3.842245416,-1.81014319,2.215890707,0.916209826,-0.473634711,0.012966809,-0.12291891,2.210201795,0.263690233,-0.967034012
325,3,-1.670216323,0.084225383,-1.033581353,0.274122734,-1.873638052,-1.136039109,-0.904237495,3.959803287,-1.712298269,2.310953388,0.700848689,-0.51811535,-2.45E-05,-0.185868296,2.266462335,0.269156315,-0.972224663
326,3,-1.617168726,0.129765312,-1.088960806,0.36487141,-1.99161314,-1.01878393,-1.100333797,3.812417201,-1.745624956,2.181731601,1.232349327,-0.600351059,-0.187972343,-0.151885953,2.446581577,-0.026760109,-1.014235956
327,3,-1.412570334,0.213396881,-1.193137362,0.08427936,-1.646185185,-1.221414458,-1.082400987,3.724126393,-1.484543833,1.937983315,1.315796766,-0.726391822,-0.239629639,-0.095144844,2.238142752,0.038124057,-1.185927542
328,2,-1.284006975,0.275818518,-1.194525288,0.197493783,-2.322800768,-1.45272288,-1.054491076,3.79739739,-1.259202997,1.890902648,1.147962797,-0.795342923,0.20163672,-0.08690705,1.272248678,-1.010252824,-0.340202577
329,3,-1.342426886,0.228761145,-1.225870995,0.14757099,-1.986048338,-1.420448091,-1.011013149,3.798991362,-1.401534998,1.917535799,1.387890116,-0.78755269,0.091816331,-0.232837538,1.974675565,-0.306268057,-0.71735495
330,3,-1.573416386,0.035021026,-1.240521971,0.063150194,-1.781055751,-0.450924824,-0.897924141,3.866552441,-1.692763144,1.928907561,1.284489571,-0.758051573,-0.163649669,-0.309289659,3.027299733,-0.108025608,-1.665246322
331,3,-1.509215192,0.201318837,-1.208322888,0.383239673,-1.547160124,-1.434917268,-0.930035199,3.927614493,-1.630661846,1.988741995,1.070759829,-0.921133063,0.111856908,-0.311110636,1.905387903,0.88964275,-1.274111657
332,3,-1.340316862,0.318038191,-1.019200013,0.282892455,-1.61826865,-1.65047179,-1.058652862,4.172444995,-1.65047179,1.942096984,0.889267338,-0.944677648,-0.168041144,-0.143570103,1.312276954,1.272007451,-0.753455299
333,2,-0.963505883,0.481520952,-0.982590431,0.355347198,-1.628692248,-1.762223641,-0.93370852,4.260949228,-1.617723217,1.457324227,0.522556828,-1.2159011,0.101139667,-0.103595484,0.078195477,1.10150139,-0.539271698
334,2,-0.773716256,0.462220223,-1.188020313,0.389434554,-1.601996111,-1.980359289,-1.050260584,4.300016521,-1.180782646,1.223430043,0.42286933,-1.071583354,0.069917758,-0.10896855,-0.512685354,1.150378045,-0.668420201
335,1,-0.536973463,0.523035033,-0.936844151,0.404522868,-1.577025796,-1.907957852,-1.310397133,4.225068602,-1.228719102,1.058624375,0.610005916,-1.930305151,0.294776381,0.127000535,-1.508347783,0.975039631,-0.625947564
336,2,-0.722838026,0.431519806,-0.977959082,0.311708443,-1.784892719,-1.646246225,-1.249749787,4.243546431,-1.046625103,1.208015057,0.798039923,-1.939898465,0.225555952,-0.073175957,-0.880686282,0.687926495,-0.627345843
337,1,-0.411166645,0.503977298,-1.379655922,0.539483986,-1.989572448,-1.712361676,-1.29295906,4.171664174,-1.048589104,1.019267981,0.708707961,-1.968953161,0.462390046,0.063482338,-1.661595722,-0.108438958,-0.839903396
338,1,-0.170517911,0.710001896,-1.294549629,0.340571878,-2.225170186,-1.858238742,-1.290492828,4.24821128,-0.838875825,0.458530986,0.255431678,-1.832307938,0.65657339,0.343736438,-2.993551206,-0.871509188,-0.246266171
339,1,-0.478964067,0.540004159,-1.281555938,0.620179713,-1.832314272,-1.672886535,-1.114775639,4.298885378,-0.870177152,0.46407885,0.137126374,-1.439271684,0.316428735,-0.067668039,-2.011721429,0.408314405,-0.842949023
340,2,-0.82868955,0.419233551,-1.202840945,0.506625374,-1.828923895,-1.480935216,-1.103859111,4.330240059,-1.009025009,0.81782578,0.36589539,-1.149382367,0.093547681,-0.155623365,-0.848732025,0.73391683,-0.895483429
341,2,-0.754884327,0.382655831,-1.284371305,0.422138016,-1.624173178,-1.368114294,-1.152225914,4.236579788,-1.306781206,0.692322495,0.098454444,-0.392191637,0.195721139,-0.270506526,-0.154177226,0.686183961,-1.347629011
342,1,-0.335298061,0.511278949,-1.287536181,0.55829051,-2.083867597,-1.659263149,-1.261728297,4.368821211,-1.136190552,0.513979464,0.057902144,-0.992528068,0.269575913,0.210714543,-2.018076,0.003812478,-0.577475179
343,1,-0.268891491,0.498075601,-1.358329404,0.410334351,-1.966179004,-1.493819661,-1.295290294,4.161513768,-0.912590397,0.533812457,0.282792992,-1.148979175,0.224736404,0.036490158,-1.584756461,-0.382834493,-0.911914409
344,1,-0.31907701,0.586717057,-1.251562428,0.551471118,-2.262313361,-2.015161269,-1.121011663,4.313687507,-0.883053026,0.613413784,0.390665307,-1.303930413,0.326784897,0.000228251,-2.015068462,-0.171879965,0.026006748
345,1,-0.496760984,0.403300537,-1.459117083,0.3613918,-1.677806284,-0.683731804,-1.410326918,4.242508305,-1.063221425,0.884747043,0.030571577,-1.430946206,0.175013442,-0.068368371,-1.032478915,-0.094010102,-2.185134127
346,1,-0.266874214,0.521154743,-0.91736363,0.300284984,-1.875134963,-1.577211397,-1.383312287,4.173279643,-1.313839914,0.382329694,-0.052485007,-0.702834959,0.415615672,-0.011510933,-1.392646298,-0.092625199,-0.552360004
347,1,0.236661702,0.82120796,-0.829355108,0.29799479,-2.477430813,-1.353879576,-1.598181353,4.276608035,-0.740159529,0.291362838,-0.134751263,-2.134486062,0.427149291,0.251609664,-3.709819798,-1.483655287,-0.021622537
348,1,0.11039702,0.809323045,-0.695278323,1.01758427,-1.557625973,-2.081572685,-1.924730213,4.202755065,-0.655966903,-0.40289036,-0.246729629,-1.645145351,0.259870211,0.258962358,-4.628806879,1.066700245,-0.661045395
349,1,0.136931345,0.66945152,-0.308036206,0.38902794,-1.808978804,-1.098379174,-1.960784817,4.016044467,-0.671236092,-0.593105264,-0.520638961,-1.797232635,1.023820204,-0.050635332,-3.948936261,-0.629385368,-0.877044452
350,1,0.231456386,0.908118216,-0.158309813,0.549526461,-1.940766889,-2.652606203,-1.592460195,4.338831017,-0.867155903,0.037677033,-0.036726462,-2.318833023,0.502384975,0.293816904,-4.58463175,0.703039226,1.12059317
351,1,0.241182816,0.841019818,-0.297384776,0.552604876,-1.929373514,-1.760297184,-1.467074931,4.351120881,-0.717536973,-0.36112316,-0.194772459,-2.858909473,0.628805337,0.324684538,-5.009221769,0.136077966,0.28477158
352,1,0.216764023,0.788951486,-0.073242473,0.245211258,-2.131630606,-2.585104933,-1.339392522,4.255757142,-0.821048066,-0.310784398,-0.566928587,-1.275443798,0.457855004,0.522930911,-4.311414399,-0.214473765,1.64755129
353,1,0.289517473,0.649380941,0.19100857,0.44708404,-1.745038485,-2.612902623,-1.3169309,4.220775452,-0.960753593,-0.436086917,-0.272846599,-2.316170715,0.776712794,0.393679666,-4.619810655,0.732637575,1.399283175
354,1,0.11359714,0.778064713,0.175514428,0.610079552,-2.378666348,-2.637240336,-0.986062817,4.198737167,-0.761662195,-0.163322808,-0.105627399,-1.78526957,0.134323271,0.22167647,-3.99386751,-0.014608291,2.396990386
355,1,0.034056899,0.516207496,0.174604007,0.851460392,-2.112405875,-1.706940766,-1.529682512,4.173575291,-0.831472029,-0.174318451,-0.406006254,-2.059296049,0.384549114,0.191087896,-4.162821047,0.24420649,0.757118841
356,1,0.119445109,0.645340985,0.367863083,0.282235151,-2.034271281,-1.040673427,-1.108678156,4.346658787,-0.901965146,0.061393097,-0.282231091,-3.816728357,0.513273722,0.243714653,-4.373394429,-0.209473679,0.730814177
357,1,0.069650968,0.526166539,0.318070703,0.725157872,-2.116192214,-2.062124992,-1.272870502,4.34255235,-0.912219409,0.078972631,-0.396406244,-1.986139085,0.139961043,0.014021653,-3.639517014,0.785952121,1.429330934
358,1,-0.075151187,0.523079437,0.371810603,0.710336229,-2.387911608,-1.198821735,-2.044966857,4.090091691,-0.344627295,0.172657541,-0.456719632,-1.897675196,-0.009839624,0.094150089,-3.980923804,-0.412084644,0.552258145
359,1,0.095741329,0.728990368,0.329145507,0.299898906,-2.195782817,-2.909132705,-1.630469008,4.133955914,-0.616804112,0.228134561,-0.328606708,-1.247993418,0.286620703,0.315441141,-3.886038066,0.139566948,2.139939801
360,1,0.115295815,0.791780423,0.546718186,0.483102599,-1.87642387,-3.262718231,-1.2436572,4.404820158,-1.072462323,0.17227653,0.107805143,-2.479958892,0.450853836,0.274611325,-4.270218749,1.676470443,2.535258612
361,1,-0.035181815,0.77600147,0.577970113,0.446287719,-2.033704916,-2.752385398,-1.379106405,4.433445615,-0.717003846,0.058262886,-0.14460016,-1.845255182,-0.039748033,0.161650502,-3.959264924,1.405845881,2.301427779
362,1,-0.047848245,0.58250775,0.309246338,0.277923867,-2.453115852,-1.24103646,-1.63446359,4.309573326,-1.078517531,0.101042034,0.141791693,-1.857607141,0.1598567,0.011232071,-2.661690296,-0.262303218,1.0808966
363,1,-0.067839735,0.449359143,0.376487407,0.288135664,-2.172573469,-2.164410159,-1.551644496,4.213284188,-1.144712037,0.43254193,0.561368146,-1.888998179,0.281817637,0.041807285,-2.268958624,0.625595431,1.616723748
364,1,-0.276287961,0.532301632,0.368650282,0.38707337,-2.22219811,-1.622425,-1.829737086,4.104644498,-1.133975525,0.487917141,0.308788007,-1.946212077,0.497157453,0.117667831,-2.643004475,0.078955976,0.908850381
365,1,-0.381882292,0.338152653,0.261667947,0.517129877,-2.33897824,-2.705828512,-1.35128285,4.204684325,-1.021958005,0.931159382,0.865622957,-1.35128285,0.122022889,-0.196598867,-1.357379669,1.08054865,2.132887477
366,2,-0.35670048,0.428432164,-0.051425594,0.191549894,-2.187761801,-1.812277526,-1.749098624,3.959610471,-1.261395418,1.131016634,0.812706077,-1.07241272,-0.002564253,-0.032913403,-0.601126459,-0.031358585,0.766154134
367,1,-0.373231559,0.423172566,0.333421044,0.558513914,-1.92736692,-2.45390996,-1.519954391,4.319532858,-1.110605783,0.818178109,-0.136582585,-1.365248002,0.200586273,0.049795773,-2.444125306,1.50460379,1.336802391
368,1,-0.150737766,0.574486661,0.400884616,0.342264344,-2.024645207,-1.34182514,-1.297824811,4.27470686,-1.073357633,0.143233636,-0.331168367,-2.040678601,0.093424143,0.172579371,-3.0546433,0.274718877,0.930186025
369,1,0.094575393,0.858755524,0.741202558,0.488778375,-2.31424895,-2.854816543,-1.069366243,4.164530739,-1.21930639,-0.068176067,0.018641492,-2.200135643,0.740166825,0.179773533,-4.077346518,0.26142506,2.955044346
370,1,-0.078795399,0.653593018,0.378994133,0.288600947,-2.220998315,-2.421669011,-1.569620548,4.099671871,-0.38623741,-0.071352515,-0.172719134,-0.890793421,0.064163137,-0.036992029,-3.111802154,0.157887437,1.877790731
371,1,-0.218726403,0.629834881,0.433206929,0.473313971,-1.849406031,-2.24643227,-1.226463109,4.221240358,-0.964098845,-0.083399058,0.184523865,-2.057982537,0.247536833,0.210783579,-3.36084311,1.12922715,1.573115025
372,1,0.028667918,0.497856503,0.21192014,0.313552785,-2.016003424,-1.284050669,-1.160517187,4.004932612,-1.056074523,-0.104597482,-0.233882584,-1.946531052,0.329530895,0.077724074,-2.756103119,-0.508936673,0.744567877
373,1,-0.095066889,0.720105723,0.361794921,0.373513805,-2.181773642,-1.302838696,-1.210363611,4.017094565,-1.066632051,-0.235863493,-0.299767295,-1.665960477,0.00240322,0.263467752,-3.131147486,-0.633728077,1.184398231
374,1,-0.287959943,0.70100416,0.283092118,0.59776331,-2.205115955,-1.374971173,-1.206587124,4.240099833,-0.793354987,-0.052062596,-0.213768627,-2.166200538,-0.014971053,0.252979438,-3.704435479,0.064471293,1.081134661
375,1,-0.222052257,0.504104914,0.256165553,0.551400133,-1.970399233,-1.334410466,-1.145765232,4.415610449,-1.117514766,-0.04810851,-0.252077607,-1.970399233,0.079189346,0.03619046,-2.936742755,0.880938065,0.758768509
376,1,-0.135343432,0.853185001,0.233386971,0.58246736,-2.337335598,-1.203508404,-1.282686433,4.361886616,-1.203508404,0.13131053,0.261763419,-2.826883824,-0.202978299,0.383535291,-3.674341196,0.034730942,1.140504082
377,1,-0.066655813,0.831008657,0.208479043,0.397721043,-1.678590606,-1.087337733,-1.170268112,4.432349988,-0.829508623,0.246570039,0.339640205,-4.556539844,0.067343051,0.342956958,-4.504874956,0.862787125,0.279749413
378,1,-0.067832155,0.698964483,-0.014440713,0.382879219,-2.04214658,-1.154843385,-1.158309593,4.227920075,-1.124176587,-0.115630979,-0.039078017,-2.402429466,0.145697065,0.240921559,-3.234411936,-0.200612181,0.522384143
379,1,-0.071276774,0.685000947,0.035386211,0.342056196,-1.965242182,-2.287640691,-0.995298736,4.303749706,-0.759695813,-0.083195866,-0.000389962,-2.39058866,0.45530091,0.262144096,-3.852585853,0.48832554,1.461411833
380,1,0.003464285,0.829722366,0.152154858,0.515858185,-1.438143714,-2.939854246,-0.863075822,4.533347812,-1.066416746,-0.12431813,-0.047121212,-2.215290869,-0.147515046,0.367733637,-3.974821603,2.372510578,1.762430091
381,1,-0.341876572,0.667831237,-0.141458083,0.544855358,-1.775021232,-2.515796462,-0.911248534,4.596948333,-1.102432779,-0.282639875,0.049152896,-1.533443979,0.238330198,0.184090429,-3.221186277,1.909515339,1.327384083
382,1,-0.221635052,0.613686617,-0.258174179,0.579992772,-1.674940123,-2.48339815,-0.805263707,4.603757757,-0.931118652,-0.264194666,-0.017183634,-1.558257803,-0.064512602,0.200662894,-3.236017662,2.010729991,1.181339547
383,1,-0.200799265,0.682207063,-0.087287915,0.371523174,-1.756708532,-1.196227317,-1.260535185,4.242378406,-1.213679767,-0.048111108,-0.161922896,-2.208693655,0.348164448,0.083359986,-2.918123404,0.338567743,-0.01022554
384,1,-0.256347466,0.646063248,-0.084702554,0.44779239,-2.276465622,-1.317942126,-1.029320646,4.414656728,-1.096303466,-0.119246379,0.05129021,-1.933865208,0.154736849,0.030033371,-2.770945865,0.111435571,0.885214451
385,1,-0.248148797,0.60230024,-0.033412581,0.156540817,-1.49974965,-1.338654498,-1.051837852,4.240670467,-1.335200263,-0.343226445,-0.330519794,-1.314721732,0.054536442,0.147970449,-2.183803863,0.753157428,0.170439235
386,1,-0.455648336,0.637616347,0.304783592,0.453899715,-1.930555355,-3.022198975,-1.153607073,4.218196805,-0.838960639,0.587592177,-0.010962515,-1.667653312,0.263556379,0.281324324,-3.193620094,1.223810994,2.108266366
387,1,-0.146406111,0.534107009,0.21896454,0.387299854,-1.866556048,-2.371302626,-1.176462305,4.283357419,-0.877377601,0.320453936,-0.183097275,-1.762415789,0.283503061,0.057336479,-2.990582264,0.996630325,1.405602712
388,1,0.073837992,0.372045189,0.165023715,0.717037843,-1.222169523,-1.774616821,-1.469893283,4.21456387,-1.173036834,-0.363629848,-0.751716354,-2.824438946,1.549519514,0.071867548,-4.557623542,1.397117716,-0.44722884
389,1,-0.144520522,0.041226971,-0.18564098,0.658720805,-0.944322202,-1.496495633,-1.489599054,3.91569093,-1.214887332,-0.478310594,-0.819041887,-1.737972304,2.122061594,-0.321306845,-3.002369085,1.131710033,-1.597970153
