Position (mm),Cluster no.,Si,K,Ca,Ti,Cr,Br,Mn,Fe,Ni,Cu,Zn,Pb,Zr,Rb,PC1,PC2,PC3
491,4,-0.623023034,0.545017761,-0.691490833,0.035207882,-1.966145223,-2.378677498,-0.044676209,3.474563816,-1.384638014,1.545470286,0.488979595,-1.351086479,0.253262364,0.078665993,0.170335048,-1.509533477,1.304932645
492,2,-0.798394368,0.527068121,-0.828006222,-0.041040287,-1.898333797,-2.4065069,-0.028065128,3.482462779,-1.168036695,1.669907453,0.694122206,-1.181563471,0.117365719,-0.041040287,0.657350659,-1.283723324,1.135041789
493,2,-0.659377516,0.556740685,-0.885017947,-0.096560587,-1.975848096,-2.471288801,0.012344775,3.54048341,-1.296752668,1.62318298,0.763941114,-1.150041996,0.059617258,-0.003059895,0.712283519,-1.378463407,1.321862399
494,4,-0.917887665,0.509518084,-1.026308011,-0.075148453,-1.996441975,-1.257548772,0.010200067,3.555147713,-1.600955567,1.644386404,0.638045659,-1.24141939,-0.146146003,0.052211286,1.312993109,-1.863907387,0.203810454
495,4,-0.738260668,0.527843917,-1.102464318,-0.064842858,-2.225988927,-1.833216646,0.050862471,3.479665668,-1.462408472,1.582353832,0.666183011,-0.997455358,0.228737105,0.006057699,0.998512861,-2.331497154,0.818992822
496,4,-0.623075868,0.402865231,-1.045625338,-0.078255239,-2.171339557,-1.437810039,-0.293637658,3.424392585,-1.744134462,1.575834723,0.587765815,-0.82141284,0.258507316,0.005532792,1.368378539,-2.448727836,0.26554039
497,4,-0.976576566,0.297272697,-1.112478564,-0.140789053,-2.016190514,-0.918881157,-0.210209732,3.574052837,-1.516362644,1.794802862,0.674257762,-1.024676361,0.00701131,-0.213424135,2.026116815,-1.878524781,-0.387559323
498,4,-0.892906431,0.399243052,-1.015329846,0.048043456,-2.258833489,-1.790848024,-0.056246969,3.69036593,-1.338250905,1.766038056,0.841694625,-1.125006294,0.003713352,-0.130217832,1.212172496,-1.517644322,0.81176474
499,3,-1.332662958,0.249996835,-0.861643585,-0.088648952,-1.896352072,-1.797800398,-0.344240655,3.814937865,-1.426348443,1.980265789,1.069473125,-0.949116536,-0.154633549,-0.058072587,1.913891201,-0.229802105,0.419002587
500,3,-1.716460388,0.171155113,-0.913906833,-0.075686775,-1.865120662,-1.540666597,-0.456430877,3.90032163,-1.332240388,2.149911665,1.278821334,-0.989361607,-0.266190727,-0.149973862,2.408551948,0.218378676,0.006988255
501,3,-1.964283819,-0.176199859,-0.637092047,-0.347327074,-1.495853754,-1.304712934,-0.560841727,3.793238117,-1.505745032,2.405920057,1.47778587,-0.334919967,-0.460905479,-0.467923051,4.409376246,0.978882738,-0.368281411
502,3,-2.121497278,-0.337478247,-0.203423978,-0.308029711,-1.359594502,-1.177826809,-0.577499836,3.770834847,-1.809209395,2.475633561,1.60885876,-0.326776599,-0.497924855,-0.661476309,5.197886999,1.658960829,-0.229717473
503,3,-2.218710998,-0.33983332,0.13777936,-0.310879358,-1.389151962,-0.960468564,-0.456882195,3.770703372,-1.672369741,2.252268237,1.437724727,-0.438557075,-0.668696506,-0.623996327,4.911298537,1.671414111,0.092503502
504,3,-2.091820596,-0.095886573,-0.199732555,-0.212031392,-1.289074789,-1.637381483,-0.535506549,3.943919435,-1.662196652,2.183128047,1.344033093,-0.431205226,-0.366574999,-0.546149302,3.968073424,2.145537658,0.091906856
505,3,-1.918421554,-0.031954133,-0.594460641,-0.071897999,-1.497622082,-1.329899324,-0.583071994,3.98268164,-1.707270152,2.202229566,1.084075864,-0.527996662,-0.288013017,-0.332435302,3.321488729,1.351622981,-0.402926625
506,3,-1.849260954,0.11773287,-0.644610413,0.053099513,-1.495981599,-1.323630214,-0.55523057,4.076805946,-1.701425573,2.144232683,0.990312976,-0.773506803,-0.422280201,-0.370742835,2.87718487,1.519643844,-0.43694734
507,3,-1.795570878,0.018594309,-0.691935977,0.10712267,-1.623879641,-1.373130824,-0.378047213,4.071059778,-1.890578988,2.09161449,1.007881049,-0.5389311,-0.291157854,-0.394283732,3.182628013,1.330535907,-0.216445301
508,3,-1.864354772,-0.003892014,-0.601867254,0.077825769,-1.694048652,-1.305204425,-0.292757418,4.087000067,-1.854630222,2.020862641,1.028366738,-0.539346897,-0.322979499,-0.382602182,3.218540477,1.27752503,-0.024147959
509,3,-1.768063821,0.021635915,-0.78607783,0.059567137,-1.659929379,-1.065699986,-0.301014755,4.090548115,-1.896318157,1.965998476,0.905233039,-0.589408825,-0.361150173,-0.314630157,3.111389415,1.002890025,-0.429579722
510,3,-1.626134626,0.153579408,-0.881191403,0.116547282,-1.691439724,-1.933159661,-0.461727421,4.092640263,-1.71001611,2.063534746,0.934606065,-0.398310605,-0.191460694,-0.268996849,2.48182395,1.211418281,0.0867615
511,3,-1.613856761,0.238296623,-0.935524666,0.094094751,-1.759222611,-2.031156327,-0.654957396,4.054765764,-1.388363032,1.785083173,0.960774086,-0.555249807,0.096224677,-0.15729583,1.618421046,0.898092712,0.046691587
512,2,-1.094280695,0.295643435,-0.998970515,0.117660279,-1.466662768,-1.866864706,-0.77088054,3.907650159,-1.557760198,1.512977663,0.903753572,-0.885051685,0.146987894,-0.16785963,1.266243669,0.715779734,-0.506594292
513,2,-0.785300149,0.43083172,-1.158572134,0.228754752,-2.131170888,-2.022537047,-0.728616006,3.936989031,-1.581755267,1.510147155,1.118695151,-0.98454938,0.201556423,0.00664266,0.638433449,-0.451479419,0.297711006
514,2,-1.206607312,0.33489649,-1.274541422,0.210458708,-2.159579611,-1.382172087,-0.821114337,3.957670058,-1.230188255,1.655351409,1.161376631,-1.316214119,0.208916687,-0.064464835,0.787478678,-0.593292553,-0.477555357
515,2,-1.349536618,0.295904272,-1.080590457,0.312771072,-1.708534443,-1.995109709,-0.544553413,4.025193818,-1.361205362,1.612574087,0.979606813,-1.059537047,0.079341526,-0.080662829,0.908999527,0.792315525,-0.12587329
516,2,-1.194303232,0.398619746,-1.10567678,0.427131397,-1.936025083,-1.832929573,-0.860297088,4.124006906,-1.409931987,1.696786659,0.878109354,-1.209504393,0.065821733,0.019534546,0.289543637,0.513622207,-0.239254807
517,2,-1.19105447,0.39397735,-1.171484373,0.382162179,-1.765101959,-2.119273772,-0.639944545,4.239114272,-1.423629712,2.121765169,0.852933956,-1.292907748,-0.072226298,-0.178376165,0.765821281,1.125775284,-0.158720044
518,3,-1.648305012,-0.012385412,-0.909386082,0.129004567,-1.843365594,-1.792380039,-0.840473826,4.172694,-1.655928937,3.299880156,0.987129126,-0.479631505,-0.485154202,-0.485154202,3.398866997,1.333419564,-0.26922408
519,3,-1.332005337,0.369732971,-1.127210924,0.371991158,-2.067352872,-1.429590831,-0.45104208,4.31417137,-1.661887764,2.102315056,0.733129809,-0.876832213,-0.447623274,-0.18762463,1.481079298,0.608369455,-0.134777801
520,2,-1.225998029,0.411337857,-1.134087083,0.401739012,-1.901617984,-1.390020457,-0.448134178,4.383365814,-1.159496798,1.447676286,0.590661676,-1.358127093,-0.387721938,0.012347729,0.045099996,0.799952428,-0.307509131
521,2,-1.108942842,0.489832365,-1.008138143,0.479441662,-1.764911019,-1.979876424,-0.405432874,4.463628778,-1.242474234,1.484302838,0.603694161,-1.480885258,-0.309015699,-0.069496328,-0.243608124,1.521099045,0.155272223
522,2,-1.202532186,0.515533626,-1.008495014,0.534561305,-1.823593639,-2.253798354,-0.385113525,4.442686253,-1.159047074,1.445431969,0.557413415,-1.33635222,-0.209654594,0.067682234,-0.597676137,1.494692209,0.433745117
523,2,-1.148028925,0.561404585,-0.939006752,0.463988683,-1.82289406,-2.031648874,-0.418645895,4.395056273,-1.424701711,1.419896415,0.485831561,-1.115358142,-0.300467525,0.086648445,-0.260007639,1.256955469,0.363629235
524,2,-1.274801097,0.453337703,-0.995417827,0.446710286,-1.783562737,-1.438292789,-0.480537933,4.331851361,-1.189685455,1.412512156,0.487251487,-1.660828253,-0.143665617,0.062263954,-0.403894801,0.905428401,-0.355171881
525,2,-1.148893864,0.52011199,-1.043950972,0.453000006,-1.791165374,-2.138810911,-0.562499957,4.315583499,-1.163615476,1.43608796,0.348433827,-1.362169768,0.154177721,0.052151905,-0.768441203,0.983830472,0.062631556
526,2,-1.235421973,0.455276489,-0.967740567,0.457555952,-1.653340542,-2.011090177,-0.4501199,4.200459485,-1.410836744,1.045899029,0.351993027,-1.081978757,0.229962624,0.036949467,-0.362814155,1.027174338,-0.022914775
527,1,-1.247584215,0.484848185,-1.047944182,0.473764948,-1.776514193,-2.277770365,-0.570140427,4.198224719,-0.940266168,0.953723923,0.414816984,-1.508250206,0.520768405,0.142244967,-1.364667764,0.789755495,0.111987896
528,1,-0.693618289,0.58134539,-0.93024519,0.585826353,-1.879891516,-2.704066959,-0.665447412,4.246262379,-0.658526969,0.845167213,0.280941351,-1.733288042,0.361813075,0.094839072,-2.357730064,0.779178285,0.687377033
529,1,-0.568173389,0.579657972,-0.93260031,0.561046745,-2.112228542,-2.021531981,-0.839769324,4.071163178,-1.034939023,0.760047991,0.152956963,-1.043597086,0.334511691,-0.014754368,-1.541727211,-0.271008754,0.295516779
530,1,-0.287857337,0.551498412,-0.931232467,0.292786008,-1.925931568,-1.670899663,-0.874992749,4.100258214,-1.302176381,0.384998497,0.087107519,-1.175781169,0.475006304,0.073583647,-1.512965721,-0.440294341,-0.092685577
531,1,-0.192953897,0.669742315,-0.978727292,0.582902774,-1.77260472,-2.225366543,-0.579011687,4.187517778,-0.952059045,0.379536582,0.156866702,-2.454940985,0.654983656,0.204641581,-3.130177597,0.148022659,0.224617636
532,1,-0.233064051,0.58881067,-0.988834655,0.404802298,-2.12911964,-1.930385054,-0.701152583,4.113255392,-1.161677468,0.246610449,0.146873875,-1.135080155,0.561762757,0.018013691,-1.806554775,-0.632889412,0.374197949
533,1,-0.344986618,0.520130159,-0.871428632,0.47222266,-1.804168695,-2.185536251,-0.902620245,4.016232633,-1.009081476,0.147300885,0.171942789,-1.171341304,0.633288355,0.145219719,-2.160885122,0.002190677,0.171934104
534,1,-0.401749509,0.600171215,-0.467181649,0.531210288,-2.507102433,-1.988308639,-0.854605031,4.018645442,-0.983222409,0.493119746,0.164975108,-1.310154243,0.345336671,0.178020264,-2.257779394,-0.972252111,1.277134239
535,1,-0.195076223,0.712022061,-0.886047124,0.690238581,-2.551365495,-2.335142387,-0.83725696,4.171070635,-0.967540158,0.316402782,0.127133567,-1.540810062,0.763029474,0.21328954,-3.160294275,-0.934767251,1.103830398
536,1,-0.065392273,0.750679905,-1.08890991,0.522174997,-1.923468745,-2.095714649,-0.445033778,4.111618933,-0.997102361,0.212119799,0.062322631,-2.258675959,0.850701006,0.015181844,-2.94547681,-0.560221994,0.237904219
537,1,-0.196076936,0.559941128,-1.069535623,0.431592315,-1.985826355,-1.431387455,-0.552464483,3.996180963,-0.879214023,0.126210665,-0.085698849,-2.100601869,0.828066174,0.149978439,-2.726758536,-1.206193841,-0.289691209
538,1,-0.206694871,0.616837396,-0.950309014,0.474867135,-1.805716023,-1.401979524,-0.691679264,4.165691201,-1.004621003,0.541951406,0.032445697,-2.97406165,0.805952613,0.145362096,-3.020082944,-0.44558103,-0.526054051
539,1,-0.385288235,0.578714726,-1.004327443,0.501149534,-1.856539318,-1.17828075,-0.759570416,4.122720511,-1.047252488,0.60637018,-0.107553665,-2.088340933,0.38144157,0.092883303,-2.199422774,-0.507857571,-0.705219539
540,1,-0.332812437,0.69483686,-0.84287295,0.586458923,-1.903957383,-2.467725426,-0.599664368,4.208330387,-1.07658844,0.729559767,-0.171959648,-1.577001475,0.403037861,0.136042427,-2.536720206,0.226509501,0.678099829
541,1,-0.462030287,0.630517702,-0.941510357,0.534396163,-1.7771576,-2.009350987,-0.456002541,4.210154192,-1.216255638,0.666754994,-0.17858936,-1.588848001,0.371351886,0.097412745,-2.031870369,0.2182744,0.153637442
542,1,-0.471467653,0.631976624,-0.862506281,0.542652001,-1.970932191,-1.434404218,-0.455739937,4.287471936,-1.179252487,0.905869939,0.033262815,-2.681990298,0.292432189,0.152639476,-2.35430756,-0.146147329,-0.014302975
543,1,-1.144771795,0.549337899,-0.841341366,0.526721399,-1.914880017,-2.425705641,-0.314627014,4.322975748,-0.941938937,1.094191464,0.007907715,-2.042713388,0.55128059,0.352225926,-2.330582345,0.660858384,0.733391496
544,2,-1.141212836,0.433619548,-0.896978083,0.395825047,-1.957258153,-1.563831023,-0.538173969,4.222854053,-1.180524256,1.159783695,-0.092979274,-1.338613499,0.452685459,-0.018700978,-0.882351212,0.101622951,-0.147224925
545,2,-1.085192101,0.375355107,-0.822671819,0.428976198,-1.915063247,-1.619274587,-0.467870704,4.18942886,-1.163208466,1.097274574,0.04666793,-1.289249187,0.159131998,0.061598425,-0.754840187,0.277683473,0.066204882
546,2,-1.020493213,0.488758839,-0.852541597,0.391726748,-1.725382212,-2.258770173,-0.510446102,4.267311894,-1.478891296,1.289843857,0.090365442,-1.074452356,0.32002201,0.033018594,-0.604340852,0.959437582,0.314338357
547,2,-1.074796162,0.505408574,-0.876595776,0.327548246,-1.753435316,-3.186053749,-0.418867525,4.353046672,-1.357618801,1.536286258,0.301004924,-0.904375341,0.302585952,0.21053533,-0.759528162,1.47501265,1.193495473
548,2,-1.21815312,0.337069741,-0.899900981,0.341740464,-1.816191713,-2.416965574,-0.268286092,4.283973531,-1.418823815,1.468985192,0.463966344,-1.200570249,0.344997038,0.046887667,-0.106330777,1.063186304,0.652701244
549,3,-1.105882277,0.263128251,-0.864971318,0.197068681,-1.726177609,-1.862514052,-0.646257453,4.190781703,-1.644627742,1.64707296,0.632021496,-0.804671741,0.046334634,-0.197708759,1.124605403,0.969255363,-0.031426019
550,3,-1.615136441,-0.033725841,-0.82736456,0.003306035,-1.459551041,-1.235117998,-0.970905061,4.048129339,-1.635441707,2.085358706,0.809577341,-0.12116014,-0.303820164,-0.42456968,3.074157238,1.350619698,-1.037572395
551,3,-1.176913052,0.229050929,-1.086194086,0.225243213,-1.774045579,-2.230062967,-0.906826742,4.181946854,-1.324945535,1.788719575,0.698460557,-0.286536609,-0.055311245,-0.10979943,1.068245062,1.065885096,-0.073490839
552,2,-1.24328348,0.293946124,-1.190754994,0.409687356,-2.063243103,-2.073499603,-0.986987721,4.142128594,-1.403821557,1.523671425,0.66567625,-0.268935862,0.393201082,-0.116604356,0.603414656,0.438277684,-0.161048929
553,1,-1.219253494,0.414035634,-0.966025189,0.736460655,-1.805071654,-2.736970284,-0.922987678,4.229361255,-1.166483458,1.218585645,0.610763107,-0.983383388,0.485494598,0.063321041,-1.032052051,1.528361648,0.306864539
554,1,-1.178600732,0.481675826,-1.019676774,0.536962953,-2.244268865,-1.838803757,-0.887932691,4.234432771,-1.136439921,1.016495053,0.404168933,-1.178600732,0.579504639,0.120247186,-1.212289316,0.021308275,0.083896251
555,1,-1.076058027,0.526489246,-1.015685899,0.561729573,-1.81307189,-1.682909394,-1.110996079,4.242083005,-1.206528505,0.946824517,0.351229987,-1.529884207,0.523892966,0.193123674,-1.560304267,0.649675327,-0.649380532
556,1,-1.036773067,0.55409346,-1.142133583,0.53309207,-1.853218464,-1.370848179,-0.974737676,4.187703984,-1.218294943,0.882206252,0.251908465,-1.370848179,0.371282786,0.157149402,-1.297301925,0.189721764,-0.865130979
557,1,-0.973092733,0.616101573,-1.155013569,0.810955047,-1.981692142,-1.843364577,-0.711808132,4.251338619,-0.999490205,0.823996529,0.289640408,-2.02664353,0.575620352,0.195803066,-2.377815224,0.336110948,-0.285022689
558,1,-0.982823767,0.631573149,-0.903811153,0.737618361,-1.867126823,-2.657437752,-0.777816927,4.282597015,-1.221381882,1.075360936,0.306150748,-1.359082843,0.547463328,0.145304008,-1.88333903,1.141304188,0.494895751
559,2,-1.179886075,0.557110493,-1.117495782,0.623960282,-2.092963092,-1.839274775,-0.760216182,4.269640802,-1.587499411,1.305556912,0.240685304,-0.87044671,0.363008447,0.113723413,-0.657558698,0.339580513,-0.103525439
560,1,-1.130133073,0.660497091,-0.83178573,0.696743662,-2.036317037,-3.534823389,-0.678353183,4.322135018,-1.35440593,1.484110708,0.417381406,-0.740595492,0.403354574,0.277379281,-1.473115513,1.449016576,1.593980072
561,1,-1.215875682,0.563767164,-1.000689112,0.664318652,-1.959212607,-2.822985305,-0.795755472,4.20816,-1.339796396,1.333715166,0.288978414,-0.693923379,0.458974495,0.264880862,-1.198770668,0.936158013,0.635311952
562,1,-1.211969691,0.529113414,-0.851032487,0.584385566,-1.910154666,-2.880933583,-0.88487365,4.291552389,-1.366539219,1.366608824,0.421793074,-0.870484913,0.359573262,0.312556056,-1.183898393,1.324886753,0.791722793
563,2,-1.127199636,0.446306267,-0.841548021,0.476542574,-2.091266847,-2.080684738,-0.846131681,4.146912322,-1.565657427,1.403143094,0.324836883,-0.580122283,0.304692317,0.057522113,-0.168443891,0.338526202,0.366032157
564,2,-1.313112693,0.332911842,-0.60940823,0.393777186,-2.319421032,-2.025308069,-0.715157775,4.106284156,-1.361431271,1.399486892,0.290174265,-0.398710536,0.205016457,0.08315535,0.026010317,0.007067713,0.917395487
565,2,-1.073507852,0.475178398,-0.596163347,0.267040487,-2.15999878,-2.148022589,-0.866758111,4.08416812,-1.525783378,1.213509536,0.325409752,-0.309743104,0.202785614,0.058418643,-0.005367734,0.094883311,0.861402901
566,1,-0.249587598,0.606520892,-0.933924149,0.382750578,-2.080449793,-2.00941402,-0.953609824,3.864633496,-1.487224638,0.711129245,0.142348183,-1.032162588,0.896393546,-0.060243884,-1.282130582,-1.032631363,0.143806119
567,1,-0.099335355,0.640088088,-0.841004639,0.30999478,-2.299244497,-2.446697228,-0.349884086,3.928598217,-1.351205067,0.560649578,0.083879458,-1.238993077,0.827798964,0.028819681,-1.690503926,-1.33270408,1.32241971
568,1,-0.15230142,0.733940826,-0.804550708,0.347265617,-2.569354367,-2.214809349,-0.994551951,3.942390963,-1.310530774,0.688332922,0.393393029,-0.972764597,0.62888444,0.051297535,-1.630678841,-1.51706151,1.12374289
569,2,-0.509472384,0.511261011,-0.959493514,0.267239875,-1.873090037,-2.211357606,-0.807915514,3.99833276,-1.499518292,0.857718646,0.510847702,-0.825063245,0.428148859,0.057325935,-0.53585687,-0.066304461,0.303068205
570,2,-0.899256563,0.435220297,-0.803041581,0.367430553,-1.893931824,-2.146345757,-1.012073288,3.918475065,-1.525024311,1.118581927,0.597683045,-0.370387033,0.392367527,-0.060735165,0.139868133,0.217537085,0.199307208
571,2,-0.775447705,0.373333164,-0.905464806,0.269433569,-2.275641602,-2.264080779,-0.911390749,3.967576554,-1.680132891,1.426808149,0.732226042,-0.017640416,0.360920924,-0.201300253,0.911067101,-0.322189028,0.708620864
572,3,-1.480894959,0.123122886,-0.903421554,0.131691145,-1.989470863,-1.750719414,-1.183128768,4.045983689,-1.7216476,1.847441074,0.921494703,0.282307458,0.15301581,-0.241737643,2.267757994,0.600037317,-0.252101227
573,3,-1.579769056,0.10796769,-0.684418948,0.096764346,-1.849145803,-1.969692907,-1.048432339,4.075017209,-1.821150195,2.014733517,1.078381932,0.356803311,-0.0407019,-0.433323267,2.918758294,1.284741686,0.106051493
574,3,-1.618159665,0.048087701,-0.765699171,0.111313174,-1.657573634,-1.766289857,-0.961917041,4.06814405,-2.030897532,2.113510858,0.948275025,0.356659146,-0.04863836,-0.432468905,3.25468407,1.450574743,-0.340827031
575,3,-1.654423499,-0.074471752,-0.697795151,0.003689271,-1.797338105,-1.457280921,-0.783201052,4.026583411,-1.967444074,2.030695869,0.857751235,0.470863717,-0.050326701,-0.536625969,3.675799366,0.969280925,-0.253664382
576,3,-1.867632222,-0.034808363,-0.741129679,0.093742153,-1.703145533,-1.566405924,-0.974641134,4.122748405,-2.039103763,2.232403187,0.953927023,0.592474486,-0.277778779,-0.407608748,3.721852668,1.607340491,-0.415519616
577,3,-1.800768805,0.088225773,-0.652357594,-0.004203944,-1.658246163,-1.658246163,-0.925781879,4.090148608,-1.963627813,2.19965671,0.866981103,0.53925685,-0.294125659,-0.483260896,3.598223717,1.515748677,-0.238197416
578,3,-1.712306916,-0.08539177,-0.664553045,0.051517776,-1.704076417,-1.56883883,-1.035826788,4.112261936,-1.835268627,2.149263387,0.745608798,0.526290468,-0.325324087,-0.346187152,3.308023931,1.45369441,-0.355897718
579,3,-1.86310119,-0.108102617,-0.628704211,-0.046700894,-1.514419894,-1.306218889,-1.149464719,4.144960528,-1.939170909,2.245525189,0.89080291,0.629735715,-0.421064846,-0.627777856,4.171104434,1.939890272,-0.822430907
580,3,-1.798471412,-0.070721504,-0.591823617,-0.005224954,-1.804441579,-1.302034526,-1.287645789,4.183986927,-1.859840359,2.248748265,0.911956911,0.654686539,-0.379243229,-0.567196164,3.806118111,1.556482704,-0.54789374
581,3,-1.789204448,0.041678605,-0.63939988,0.142756042,-1.792239352,-1.581943943,-1.244416668,4.201987335,-1.928814887,2.16796573,0.784101504,0.604826619,-0.333412292,-0.3117407,3.069073271,1.640408904,-0.355785995
582,3,-1.761320432,0.04515638,-0.705534531,0.231667301,-1.795645175,-1.454648044,-1.011526216,4.252454722,-2.030764917,2.187974716,0.706311068,0.514530088,-0.519130249,-0.371199048,3.223895519,1.687797181,-0.369528604
583,3,-1.64835572,0.001702486,-0.64879543,0.193482488,-1.891301898,-1.887736832,-1.227142254,4.262509242,-1.776698515,2.242206141,0.805253924,0.515321408,-0.28759466,-0.402418716,2.863494092,1.740400945,-0.029090671
584,3,-1.577751627,-0.035363637,-0.49998211,0.177028839,-1.905843238,-1.744355768,-1.170637714,4.112239818,-1.951545391,2.119753882,0.76438733,0.746866181,-0.297092847,-0.412128628,3.189877559,1.387680797,0.084964592
585,3,-1.523557602,-0.005817354,-0.505914375,0.187663005,-2.010852728,-2.074874587,-1.214673322,4.11113846,-1.783068797,1.999506178,0.789684786,0.857750648,-0.20561856,-0.296286885,2.709283843,1.291572085,0.457266707
586,3,-1.271393994,0.10319242,-0.594573707,0.173856534,-1.857158413,-1.928752067,-1.212437827,4.088290753,-1.750344409,1.689528875,0.617391762,0.62744516,-0.147463897,-0.359160063,2.257472801,1.14405338,0.097587483
587,3,-1.295253193,0.196864539,-0.913383906,0.174875349,-1.670320824,-1.713140821,-1.431728362,4.255646659,-1.515315078,1.710918229,0.882347067,-0.057893373,-0.17291902,-0.248728681,1.640074251,1.575958863,-0.728730062
588,3,-1.41832192,0.234803237,-1.049136486,0.166102663,-1.794528066,-1.3232277,-1.494808015,4.292741977,-1.661862099,1.584864686,0.816711407,0.098083502,-0.143742345,-0.111081049,1.635946346,1.189283567,-1.065058422
589,3,-1.4271665,0.224202281,-1.037230923,0.338297288,-1.994721261,-1.559655683,-1.221201285,4.353682144,-1.661934532,1.592130221,0.725839766,0.165093076,-0.246828474,-0.058050475,1.421256209,1.167224669,-0.477394444
590,3,-1.615560471,0.269931476,-0.98810855,0.300596802,-1.706257033,-1.490737407,-1.261490072,4.334991759,-1.587068516,1.448181532,0.62870947,0.126324431,-0.018335563,-0.229988915,1.429319406,1.609893275,-0.921587018
591,2,-1.579933502,0.397738792,-0.874810131,0.353419651,-1.832108886,-1.66804077,-0.998189152,4.335050009,-1.535743691,1.333595096,0.371982671,0.088568637,-0.176468133,-0.103682808,0.882528031,1.351699765,-0.302588869
592,3,-1.640161063,0.355304005,-1.008113541,0.4297366,-1.742486675,-1.09233838,-0.984169859,4.260410585,-1.709371066,1.164579962,0.287785843,-0.025266938,-0.108438275,-0.016838231,0.926577168,1.041646458,-1.035147621
593,2,-1.387631429,0.480714406,-0.849734918,0.552608699,-1.852896961,-2.348433892,-0.835962703,4.362702243,-1.575774649,1.254436817,0.388170254,-0.070282824,-0.168990997,0.113215895,0.050266518,1.639213351,0.431161797
594,2,-1.566664236,0.416330116,-0.898622976,0.421247849,-1.744039369,-1.561169716,-0.795383352,4.270246658,-1.528821882,1.168382804,0.396026795,-0.135259567,-0.308015435,0.066726918,0.609582924,1.269798165,-0.330014765
595,2,-1.459008675,0.469410534,-0.771152512,0.549010548,-1.737062665,-2.170798207,-0.875923753,4.348888156,-1.521614149,1.213774289,0.448087764,-0.232598196,-0.207377142,0.095658162,0.056388508,1.834757633,0.211317349
596,2,-1.484569208,0.455802807,-0.894494212,0.515795655,-1.643456172,-1.745130974,-0.842986655,4.274137419,-1.474312707,1.099817299,0.341807479,-0.310683696,-0.077865975,-0.037650225,0.219700208,1.515358965,-0.407785046
597,2,-1.376502182,0.500268263,-0.875799566,0.51303517,-1.726008637,-1.967170693,-0.740090314,4.300079141,-1.884135465,1.299876675,0.357252133,-0.07656539,-0.060357579,-0.110466941,0.718527214,1.515424393,-0.03704626
598,2,-1.494457973,0.359009382,-0.79629825,0.446775068,-1.660827047,-1.783816491,-0.85551761,4.239338552,-1.856892472,1.350655901,0.263659832,0.167829811,-0.165691588,0.004020305,0.991314422,1.500878264,-0.239206192
599,3,-1.507905873,0.308260185,-0.891769986,0.413293716,-1.787247614,-1.466079358,-0.923474916,4.254414112,-1.713614363,1.348102146,0.330487813,0.103540072,-0.201340199,-0.037325789,1.085153952,1.172222051,-0.49672081
600,2,-1.500298194,0.387002162,-0.799565642,0.488201784,-1.613017928,-1.582246269,-0.750415701,4.309245731,-1.71774733,1.372003782,0.241147107,-0.333821703,-0.169446789,-0.108940531,0.743371393,1.627104594,-0.440269768
601,3,-1.680250194,0.248580494,-0.643276212,0.359271302,-1.148371161,-2.01247614,-0.729895816,4.384008501,-1.759280244,1.290553877,0.151723182,-0.115568042,-0.208084924,0.061654715,0.855311747,2.819215745,-0.388083742
602,3,-1.97745973,0.193350668,-0.606669555,0.261202037,-1.121409078,-1.076673185,-0.785870985,4.397217762,-1.745127753,1.223252124,0.062260974,-0.002844658,-0.392156893,-0.133253785,1.598887918,2.653587607,-1.18941628
603,3,-1.768660171,0.16730395,-0.628744076,0.280197948,-1.26206033,-1.134444768,-0.515897202,4.451378936,-1.910834659,1.414900557,0.253445762,-0.15862003,-0.501373239,-0.311166539,2.078652196,2.577788216,-0.809318658
604,3,-1.870944819,0.037932129,-0.387708512,0.024077159,-1.403564387,-1.129577925,-0.030965636,4.57103262,-1.801552825,1.530052942,0.465202447,-0.313746125,-0.777335042,-0.405529409,2.782466275,2.676008318,0.027012444
605,3,-2.109365263,-0.085386741,0.022624128,-0.016657409,-1.123739838,-1.860903904,0.631474761,4.92107649,-2.574253792,1.61776879,0.693217815,-0.212886509,-1.138197921,-0.288821778,3.750084369,4.641281285,1.329168127
606,3,-1.980863145,-0.120502117,-0.212256981,0.00643222,-1.445688492,-1.694943187,0.288063203,4.674762988,-2.178798929,1.709863194,0.445434163,0.377196629,-0.885778197,-0.498138873,3.786068285,3.330459997,0.937609375
607,3,-1.75248866,-0.050009571,-0.3675803,-0.016747632,-1.937584143,-2.220831619,-0.035974253,4.30356851,-1.971485695,2.146653965,0.387740437,0.927849601,-0.553792912,-0.472786721,3.678920292,1.6659473,1.44832962
608,3,-2.005379587,-0.264780513,-0.225687587,-0.158954989,-2.051899602,-1.62032335,-0.277485465,4.186727246,-1.822426916,2.230098397,0.538665138,1.162043441,-0.712314239,-0.689702793,4.712143107,1.32550613,1.06968756
609,3,-2.059419299,-0.234743014,-0.159547199,0.629552422,-2.154335855,-1.358428941,-0.288880785,4.202545616,-2.071300627,1.88597756,0.680404207,0.808166383,-0.737138662,-0.80665633,4.068036438,1.871659317,0.849859936
610,3,-1.893064114,-0.155460616,-0.214505542,0.378699399,-2.16699663,-1.250705899,-0.224694423,4.234516343,-1.819184374,1.744185686,0.782295656,0.263589887,-0.69421624,-0.586546255,3.411779676,1.428424753,0.890508022
